# Спосабы словаўтварэння:
# 
# _START_DICTIONARY
# 0. утваральнае слова
# 1. суфіксальны ад
# 1n. суфіксальны ад
# 2. прыставачны ад
# 3. прыставачна-суфіксальны ад
# 4. постфіксальны ад
# 5. прыставачна-постфіксальны ад
# 6. прыставачна-нульсуфіксальны ад
# 7. нульсуфіксальны ад
# 8. складанне асноў са злучальнай марфемай ад
# 9. складанне асноў + суфіксальны ад
# 10. складанне асноў + нульсуфікс у канцы другой часткі ад
# 11. словаскладанне ад
# 12. складанаскарочанае ад
# 13. марфолага-сінтаксічны ад
# 14. лексіка-семантычны ад
# 15. суфіксальна-поствіксальны ад
# 16. прыставачна-суфіксальна-постфіксальны ад
# 17. асноваскладанне ад
# 18. форма слова
# _END_DICTIONARY

1.  абавязак	абавязаць -->1	//абавяз(=<обо>-//вяз//)//-ак-/0/
337.  бізун	0 -->	//бізу%н(=бізун)//-/0/
338.  білет	0 -->	//біле%т(=білет)//-/0/
339.  біскуп	0 -->	//бі%скуп(=біскуп)//-/0/
340.  бітва	біць -->1	//бі%(=бі)//-тв-/а/
341.  біцца	біць -->4	//бі%(=бі)//-ц-{ца}
342.  біць	0 -->	//бі(=бі)//-ць
343.  благі	0 -->	//благ(=благ)//-/і%/
344.  блакіт	0 -->	//блакі%т(=блакіт)//-/0/
345.  блакітны	блакіт -->1	//блакі%т(=блакіт)//-н-/ы/
346.  бледны	0 -->	//бле%дн(=бледн)//-/ы/
347.  бліжэй	блізка -->18	//бліж(=бліз)//-э%й
348.  бліжэйшы	блізкі -->18	//бліж(=бліз)//-э%йш-/ы/
349.  блізкасць	блізкі -->1	//блі%з(=бліз)//-к-асць-/0/
350.  блізкі	0 -->	//блі%з(=бліз)//-к-/і/
351.  блін	0 -->	//блін(=мл1)//-/0/
352.  бліскаць	0 -->	//блі%ск(=бліск)//-а-ць
353.  бліскучы	бліскаць -->1	//бліск(=бліск)//-у%ч-/ы/
354.  бліснуць	бліскаць -->1n	//блі%с(=бліск)//-ну-ць
355.  блішчаць	0 -->	//блішч(=бліск)//-а%-ць
356.  блукаць	0 -->	//блу%к(=блуд1)//-а%-ць
357.  блытацца	блытаць -->4	//блы%т(=плут)//-а-ц-{ца}
358.  бляск	бліскаць -->7	//бляск(=бліск)//-:@:-/0/
359.  бляха	0 -->	//бля%х(=блях)//-/а/
360.  бляшанка	бляшаны -->1	//бляш(=блях)//-а%н-к-/а/
361.  боб	0 -->	//боб(=боб)//-/0/
362.  бог	0 -->	//бог(=бог)//-/0/
363.  божы	бог -->7	//бо%ж(=бог)//-:@:-/ы/
364.  бой	біць -->7	//бой(=бі)//-:@:-/0/
365.  бойка	біць -->1	//бо%йк(=бі)//-/а/
366.  бойка	бойкі -->1	//бо%йк(=бі)//-/а/
367.  бойкі	0 -->	//бо%йк(=бі)//-/і/
368.  бок	0 -->	//бок(=бок)//-/0/
369.  болей	многа -->18	//бо%л(=больш)//-ей
370.  боль	0 -->	//боль(=боль)//-/0/
371.  больш	многа -->18	//боль(=больш)//-ш
372.  большасць	большы -->1	//бо%ль(=больш)//-ш-асць-/0/
373.  большаць	большы -->1	//бо%ль(=больш)//-ш-а-ць
374.  большы	0 -->	//бо%ль(=больш)//-ш-/ы/
375.  бомба	0 -->	//бо%мб(=бомб)//-/а/
376.  бор	0 -->	//бор(=бор1)//-/0/
377.  борт	0 -->	//борт(=борт)//-/0/
378.  боскі	бог -->1	//бо%(=бог)//-ск-/і/
379.  босы	0 -->	//бо%с(=бос)//-/ы/
380.  бот	0 -->	//бот(=бот)//-/0/
381.  бочка	0 -->	//бо%ч(=боч)//-к-/а/
382.  боязна	боязны -->1	//бо%(=бой)//-я-з-н-а
383.  боязь	баяцца -->1	//бо%(=бой)//-я-зь-/0/
384.  бразгаць	0 -->	//бра%зг(=бразг)//-а-ць
385.  бразнуць	бразгаць -->1	//бра%з(=бразг)//-ну-ць
386.  брама	0 -->	//бра%м(=брам)//-/а/
387.  брат	0 -->	//брат(=брат)//-/0/
388.  братка	брат -->1	//бра%т(=брат)//-к-/а/
389.  браток	брат -->1	//брат(=брат)//-о%к-/0/
390.  брахаць	0 -->	//брах(=брэх)//-а%-ць
391.  брацца	браць -->4	//бр(=бр)//-а%-ц-{ца}
392.  браць	0 -->	//бр(=бр)//-а%-ць
393.  бровы	брыво -->18	//бро%в(=брыв)//-/ы/
394.  бруд	0 -->	//бруд(=бруд)//-/0/
395.  брудны	бруд -->1	//бру%д(=бруд)//-н-/ы/
396.  брук	0 -->	//брук(=брук)//-/0/
397.  брыгада	0 -->	//брыга%д(=брыгад)//-/а/
398.  брыгадзір	брыгада -->1	//брыгадз(=брыгад)//-і%р-/0/
399.  брыдкі	0 -->	//бры%д(=брыд)//-к-/і/
400.  брэх	брахаць -->7	//брэх(=брэх)//-:@:-/0/
401.  буда	будаваць -->7	//бу%д(=буд)//-:@:-/а/
402.  будаваць	0 -->	//буд(=буд)//-ав-а%-ць
403.  будан	буда -->1	//буд(=буд)//-а%н-/0/
404.  будаўніцтва	будаўнік -->1	//буд(=буд)//-аў-ні%[ц-тв]-/а/
405.  будзіць	0 -->	//будз(=буд1)//-і%-ць
406.  будка	буда -->1	//бу%д(=буд)//-к-/а/
407.  будучы	0 -->	//бу%д(=бы)//-уч-/ы/
408.  будучыня	будучы -->1	//бу%д(=бы)//-уч-ын-/я/
409.  будынак	будаваць -->1	//буд(=буд)//-ы%нак-/0/
410.  буйны	0 -->	//буйн(=буйн1)//-/ы%/
411.  букет	0 -->	//буке%т(=букет)//-/0/
412.  бульба	0 -->	//бу%льб(=бульб)//-/а/
413.  бунт	0 -->	//бунт(=бунт)//-/0/
414.  бура	0 -->	//бу%р(=бур)//-/а/
415.  бурак	0 -->	//бура%к(=бур1)//-/0/
416.  буркнуць	буркаць -->1n	//бу%рк(=бурк)//-ну-ць
417.  буры	0 -->	//бу%р(=бур1)//-/ы/
418.  бурыць	0 -->	//бур(=бур)//-ы%-ць
419.  бусел	0 -->	//бу%сел(=бусл)//-/0/
420.  бутэлька	0 -->	//бутэ%ль(=бутл)//-к-/а/
421.  бывалы	бываць -->1	//бы(=бы)//-ва%-л-/ы/
422.  бываць	быць -->1	//бы(=бы)//-ва%-ць
423.  быдла	0 -->	//бы%дл(=бы)//-/а/
424.  бык	0 -->	//бык(=бык)//-/0/
425.  былы	быць -->1	//бы(=бы)//-л-/ы%/
426.  быль	быць -->1	//бы%(=бы)//-ль
427.  быць	0 -->	//бы(=бы)//-ць
428.  бычок	бык -->1	//быч(=бык)//-о%к-/0/
429.  бэз	0 -->	//бэз(=бэз)//-/0/
430.  бяда	0 -->	//бяд(=бед)//-/а%/
431.  бязгучны	гук -->3	<бяз(=без)>-//гу%ч(=гук)//-н-/ы/
432.  бялізна	0 -->	//бялі%зн(=бел)//-/а/
433.  бялявы	белы -->1	//бял(=бел)//-я%в-/ы/
434.  бярвенне	бервяно -->7	//бярве%нн(=бервян)//-:@:-/е/
435.  бяроза	0 -->	//бяро%з(=берэз)//-/а/
436.  бярозавы	бяроза -->1	//бяро%з(=берэз)//-ав-/ы/
437.  бярозка	бяроза -->1	//бяро%з(=берэз)//-к-/а/
438.  бяседа	0 -->	//бясе%д(=сад)//-/а/
439.  бясконцы	канец -->6	<бяс(=без)>-//ко%нц(=кон)//-:@:-/ы/
440.  бязладны	лад -->3	<бяз(=без)>-//ла%д(=лад)//-н-/ы/
441.  бязлітасны	літасць -->3	<бяз(=без)>-//лі%т(=літ)//-ас-н-/ы/
442.  бязмежны	мяжа -->3	<бяз(=без)>-//ме%ж(=меж)//-н-/ы/
443.  бялець	белы -->1	//бял(=бел)//-е%-ць
444.  вабіць	0 -->	//ва%б(=ваб)//-і-ць
445.  вага	0 -->	//ваг(=ваг)//-/а%/
446.  вагон	0 -->	//ваго%н(=вагон)//-/0/
447.  вада	0 -->	//вад(=вод)//-/а%/
448.  вадзіць	весці -->1n	//вадз(=вед)//-і%-ць
449.  вадзіць	0 -->	//ва%дз(=вад)//-і-ць
450.  вадзяны	вада -->1	//вадз(=вод)//-ян-/ы%/
451.  ваенны	вайна -->1	//ва(=вой)//-е%н-н-/ы/
452.  важкі	вага -->1	//ва%ж(=ваг)//-к-/і/
453.  важны	0 -->	//ва%жн(=ваг)//-/ы/
454.  ваза	0 -->	//ва%з(=ваз)//-/а/
455.  вазіць	везці -->1n	//ваз(=вез)//-і%-ць
456.  вазок	воз -->1	//ваз(=вез)//-о%к-/0/
457.  вайна	0 -->	//вай(=вой)//-н-/а%/
458.  вайсковы	войска -->1	//вай(=вой)//-ск-о%в-/ы/
459.  вакзал	0 -->	//вакза%л(=вакзал)//-/0/
460.  вакол	кола -->6	//вако%л(=кол1)//-:@:-/0/
461.  ваколіца	вакол -->1	//вако%л(=кол1)//-іц-/а/
462.  вал	0 -->	//вал(=вал)//-/0/
463.  валадар	валодаць -->1	//валад(=валод)//-а%р-/0/
464.  валёнак	валяць -->1	//вал(=вал)//-ё%н-ак-/0/
465.  валіцца	валіць -->4	//вал(=вал)//-і%-ц-{ца}
466.  валіць	0 -->	//вал(=вал)//-і%-ць
467.  валодаць	0 -->	//вало%д(=валод)//-а-ць
468.  валяцца	валяць -->4	//вал(=вал)//-я%-ц-{ца}
469.  ванна	0 -->	//ва%нн(=ванн)//-/а/
470.  ванны	ванна -->1	[//ва%н(=ванн)//-н]-/ы/
471.  вараны	варыць -->1	//ва%р(=вар)//-ан-/ы/
472.  вараны	0 -->	//варан(=воран)//-/ы%/
473.  варожы	вораг -->7	//варо%ж(=вораг)//-:@:-/ы/
474.  варона	0 -->	//варо%н(=воран)//-/а/
475.  вароты	0 -->	//варо%т(=варот)//-/ы/
476.  варочацца	варочаць -->4	//варо%ч(=вьрт)//-а-ц-{ца}
477.  варта	0 -->	//ва%рт(=варт)//-/а/
478.  вартаваць	варта -->1	//варт(=варт)//-ав-а%-ць
479.  вартавы	варта -->1	//варт(=варт)//-ав-/ы%/
480.  вартаўнік	варта -->1	//варт(=варт)//-аў-ні%к-/0/
481.  варты	0 -->	//ва%рт(=верт)//-/ы/
482.  варухнуцца	варухнуць -->4	//варух(=варух)//-ну%-ц-{ца}
483.  варушыцца	варушыць -->4	//варуш(=варух)//-ы%-ц-{ца}
484.  варушыць	0 -->	//варуш(=варух)//-ы%-ць
485.  варыць	0 -->	//вар(=вар)//-ы%-ць
486.  варыянт	0 -->	//вары(=варый)//-я%нт-/0/
487.  вар'ят	0 -->	//вар'(=вар'ят)//-я%т-/0/
488.  вастрыць	востры -->1	//вастр(=остр)//-ы%-ць
489.  ватоўка	ватовы -->1	//ват(=ват)//-о%ў-к-/а/
490.  ваяваць	0 -->	//ва(=вой)//-яв-а%-ць
491.  ваявода	0 -->	//ваяво%д(=//вой//-//вед//)//-/а/
492.  ваяводства	ваявода -->1	//ваяво%д(=//вой//-//вед//)//-ств-/а/
493.  ваяка	ваяваць -->1	//ва(=вой)//-я%к-/а/
494.  ваяўнічы	ваяваць -->1	//ва(=вой)//-яў-ні%ч-/ы/
495.  ведама	ведамы -->1	//ве%д(=вед1)//-ам-а
496.  ведаць	0 -->	//ве%д(=вед1)//-а-ць
497.  ведзьма	0 -->	//ве%дзьм(=вед1)//-/а/
498.  веды	ведаць -->7	//ве%д(=вед1)//-:@:-/ы/
499.  вежа	0 -->	//ве%ж(=вез)//-/а/
500.  везці	0 -->	//ве%з(=вез)//-ці
501.  вейка	0 -->	//ве%йк(=вейк)//-/а/
502.  век	0 -->	//век(=век)//-/0/
503.  века	0 -->	//ве%к(=вейк)//-/а/
504.  велізарны	вялікі -->1	//вел(=вел)//-іза%рн-/ы/
505.  веліч	вялікі -->7	//ве%л(=вел)//-іч-:@:-/0/
506.  велічны	веліч -->1	//ве%л(=вел)//-іч-н-/ы/
507.  венік	0 -->	//ве%нік(=віт)//-/0/
508.  вера	0 -->	//ве%р(=вер)//-/а/
509.  верабей	0 -->	//верабе%й(=вераб)//-/0/
510.  верас	0 -->	//ве%рас(=верас)//-/0/
511.  верасень	0 -->	//ве%расень(=верас)//-/0/
512.  вернасць	верны -->1	//ве%рн(=вер)//-асць-/0/
513.  верны	0 -->	//ве%рн(=вер)//-/ы/
514.  верх	0 -->	//верх(=верх)//-/0/
515.  верхавіна	верх -->1	//верх(=верх)//-аві%н-/а/
516.  верхні	верх -->1	//ве%рх(=верх)//-н-/і/
517.  верш	0 -->	//верш(=верш)//-/0/
518.  вестка	весць -->1	//ве%ст(=вед1)//-к-/а/
519.  весці	0 -->	//ве%с(=вед)//-ці
520.  весціся	весці -->4	//ве%с(=вед)//-ці-{ся}
521.  весялець	вясёлы -->1	//весял(=вес)//-е%-ць
522.  весялосць	вясёлы -->1	//весял(=вес)//-о%сць-/0/
523.  ветлівы	ветлы -->1	//ве%т(=ветл)//-л-ів-/ы/
524.  ветрык	вецер -->1	//ве%тр(=ветр)//-ык-/0/
525.  вецер	0 -->	//ве%цер(=ветр)//-/0/
526.  вечар	0 -->	//ве%чар(=вечар)//-/0/
527.  вечарынка	вечар -->1	//вечар(=вечар)//-ы%нк-/а/
528.  вечнасць	вечны -->1	//ве%ч(=век)//-н-асць-/0/
529.  вечны	век -->1	//ве%ч(=век)//-н-/ы/
530.  вешаць	0 -->	//ве%ш(=вьс)//-а-ць
531.  вёска	0 -->	//вё%ск(=вёск)//-/а/
532.  від	0 -->	//від(=від)//-/0/
533.  відавочны	відаць+вока -->9	//від(=від)//-|а|-//во%ч(=вок)//-н-/ы/
534.  відаць	0 -->	//від(=від)//-а%-ць
535.  віднецца	віднець -->4	//від(=від)//-н-е%-ц-{ца}
536.  відно	відны -->1	//від(=від)//-н-о%
537.  відовішча	від -->1	//від(=від)//-о%вішч-/а/
538.  віла	0 -->	//ві%л(=вілл)//-/а/
539.  вілы	0 -->	//ві%л(=відл)//-/ы/
540.  вільгаць	0 -->	//ві%льгаць(=вільгот)//-/0/
541.  вільготны	вільгаць -->1	//вільго%т(=вільгот)//-н-/ы/
542.  віна	0 -->	//він(=він)//-/а%/
543.  вінаваты	віна -->1	//він(=він)//-ава%т-/ы/
544.  вінаваціць	вінаваты -->1	//він(=він)//-ава%ц-і-ць
545.  віно	0 -->	//він(=віно)//-/о%/
546.  вінтоўка	вінтавы -->1	//вінто%ўк(=вінт)//-/а/
547.  вір	0 -->	//вір(=вір)//-/0/
548.  вісець	0 -->	//віс(=вьс)//-е%-ць
549.  віск	вішчаць -->7	//віск(=віск)//-:@:-/0/
550.  вітацца	вітаць -->4	//віт(=віт2)//-а%-ц-{ца}
551.  вітаць	0 -->	//віт(=віт2)//-а%-ць
552.  віцца	віць -->4	//ві%(=віт)//-ц-{ца}
553.  вішня	0 -->	//ві%шн(=вішн)//-/я/
554.  воблака	0 -->	//во%блак(=волок)//-/а/
555.  вобраз	0 -->	//во%браз(=рэз1)//-/0/
556.  вогнішча	агонь -->1	//во%гн(=агнь)//-ішч-/а/
557.  водар	0 -->	//во%дар(=водар)//-/0/
558.  водбліск	адбліскваць -->7	//во%дбліск(=бліск)//-:@:-/0/
559.  воддаль	даль -->=6	<во%д(=от)>-//даль(=даль)//-:@:-/0/
560.  воз	вазіць -->7	//воз(=вез)//-:@:-/0/
561.  возера	0 -->	//во%зер(=возер)//-/а/
562.  войкнуць	войкаць -->1n	//во%й(=войк)//-к-ну-ць
563.  войска	0 -->	//во%й(=вой)//-ск-/а/
564.  вока	0 -->	//во%к(=вок)//-/а/
565.  вокладка	абкладаць -->3	<во%>-//клад(=клад)//-к-/а/
566.  вокліч	аклікаць -->7	<во%>-//кліч(=клік)//-:@:-/0/
567.  вол	0 -->	//вол(=вол)//-/0/
568.  волас	0 -->	//во%лас(=волас)//-/0/
569.  воласць	0 -->	//во%ласць(=валод)//-/0/
570.  волат	0 -->	//во%лат(=волат)//-/0/
571.  вольны	воля -->1	//во%ль(=воль)//-н-/ы/
572.  воля	0 -->	//во%л(=воль)//-/я/
573.  вопратка	апрануць -->1	<во%>-//прат(=прат)//-к-/а/
574.  вопыт	0 -->	//во%пыт(=пыт)//-/0/
575.  вораг	0 -->	//во%раг(=вораг)//-/0/
576.  восем	0 -->	//во%сем(=осм)//-/0/
577.  восень	0 -->	//во%сень(=восень)//-/0/
578.  восеньскі	восень -->1	//во%сень(=восень)//-ск-/і/
579.  востраў	0 -->	//во%страў(=струм)//-/0/
580.  востры	0 -->	//во%стр(=остр)//-/ы/
581.  вось	0 -->	//вось(=вось)//-/0/
582.  восьмы	восем -->1	//во%сьм(=осм)//-/ы/
583.  воўк	0 -->	//воўк(=воўк)//-/0/
584.  воўчы	воўк -->1	//во%ўч(=воўк)//-/ы/
585.  вочка	вока -->1	//во%ч(=вок)//-к-/а/
586.  вугал	0 -->	//ву%гал(=вугал)//-/0/
587.  вуда	вудзіць -->7	//ву%д(=вуд)//-:@:-/а/
588.  вузел	0 -->	//ву%зел(=уз)//-/0/
589.  вузкі	0 -->	//ву%з(=уз)//-к-/і/
590.  вуліца	0 -->	//ву%л(=вул)//-іц-/а/
591.  вус	0 -->	//вус(=вус)//-/0/
592.  вусны	0 -->	//ву%с(=уст)//-н-/ы/
593.  вуха	0 -->	//ву%х(=вух)//-/а/
594.  вучань	вучыць -->1	//ву%ч(=уч)//-ань-/0/
595.  вучоба	вучыць -->1	//вуч(=уч)//-о%б-/а/
596.  вучоны	вучыць -->1	//вуч(=уч)//-о%н-/ы/
597.  вучыцца	вучыць -->4	//вуч(=уч)//-ы%-ц-{ца}
598.  вучыць	0 -->	//вуч(=уч)//-ы%-ць
599.  вушка	вуха -->1	//ву%ш(=вух)//-к-/а/
600.  выбар	выбраць -->7	<вы%(=вы)>-//бар(=бр)//-:@:-/0/
601.  выбегчы	бегчы -->	<вы%(=вы)>-//бег(=бег)//-чы
602.  выбірацца	выбрацца -->1n	<вы(=вы)>-//бір(=бр)//-а%-ц-{ца}
603.  выбіраць	выбраць -->1n	<вы(=вы)>-//бір(=бр)//-а%-ць
604.  выбіцца	выбіць -->4	<вы%(=вы)>-//бі(=бі)//-ц-{ца}
605.  выбіць	біць -->2	<вы%(=вы)>-//бі(=бі)//-ць
606.  выбрацца	0 -->	<вы%(=вы)>-//бр(=бр)//-а-ц-{ца}
607.  выбраць	браць -->2	<вы%(=вы)>-//бр(=бр)//-а-ць
608.  выбух	выбухнуць -->7	<вы%(=вы)>-//бух(=бух)//-:@:-/0/
609.  выбухнуць	0 -->	<вы%(=вы)>-//бух(=бух)//-ну-ць
610.  выводзіць	вывесці -->1n	<вы(=вы)>-//во%дз(=вед)//-і-ць
611.  вывучаць	вывучыць -->1n	<вы(=вы)>-//вуч(=уч)//-а%-ць
612.  вывучыць	вучыць -->2	<вы%(=вы)>-//вуч(=уч)//-ы-ць
613.  выган	выганяць -->7	<вы%(=вы)>-//ган(=гн)//-:@:-/0/
614.  выганяць	выгнаць -->1n	<вы(=вы)>-//ган(=гн)//-я%-ць
615.  выгляд	выглядаць -->7	<вы%(=вы)>-//гляд(=гляд)//-:@:-/0/
616.  выглядаць	0 -->	<вы(=вы)>-//гляд(=гляд)//-а%-ць
617.  выгнаць	гнаць -->2	<вы%(=вы)>-//гн(=гн)//-а-ць
618.  выгода	0 -->	//выго%д(=гад2)//-/а/
619.  выгукнуць	гукнуць -->2	<вы%(=вы)>-//гук(=гук)//-ну-ць
620.  выдаваць	выдаць -->1n	<вы(=вы)>-//да-(=да)//ва%-ць
621.  выдаваць	выдаць -->1n	//выда(=да)//-ва%-ць
622.  выдатны	0 -->	//выда%тн(=да1)//-/ы/
623.  выдаць	даць -->2	<вы%(=вы)>-//да(=да)//-ць
